payment_id,latitude,longitude,town,country
72e05224-8b90-493a-8ad2-8564c33c8c11,50.75767,0.30367,Kingston upon Hull,GB
f284a59e-73de-462f-9909-95962c2cd1d6,55.82885,-0.32247,Arbroath,GB
60b4898e-256a-4d1c-a858-2bde190ef1c8,52.68333,-1.29772,Hartley,GB
21b5d77a-8fa2-430e-a2ec-c1ecfa702bb3,51.62907,-1.47217,Walton-on-the-Naze,GB
4c4aac21-43ec-42f8-b61b-3ecb246b4691,51.65,-4.22398,East Dereham,GB
24654a9c-2c30-4adc-a13b-e4297075d27c,50.11861,-1.48119,Lancing,GB
9d8ca516-ba48-4127-8970-36605760b052,50.11861,-1.29772,Great Wyrley,GB
5808e489-575a-41c2-834c-b756e2e2a32d,57.47908,-4.21376,Surbiton,GB
c604ae3e-ccc3-4d05-b786-85757aa8bd2a,53.38333,0.30367,Clacton-on-Sea,GB
6e3ff1ba-b42d-43ed-aba8-75006ec6cd80,53.69786,0.93333,Lower Earley,GB
7c6d44eb-9c20-4f19-ad35-ed9d20c80d1e,53.0233,-4.21376,Walton-on-the-Naze,GB
46b62e0d-50e8-418b-8ecb-2b67c068a006,50.7236,1.15597,Surbiton,GB
7a2b98b5-0ca9-48b0-bf06-805e9cad52ad,53.81667,-4.21376,Lymington,GB
df948c60-829f-4dcd-9a1b-8ecfd930ef64,51.62907,0.75,Brierley Hill,GB
8de659a0-6b81-4535-8037-cae7dc637c3c,52.66277,-3.05,Chapletown,GB
d482db8c-725b-4e72-8cbe-0f7b349a4be0,53.19146,-2.58736,Exeter,GB
7b201f99-3f59-47b6-a783-4c44cc17da58,53.83333,-2.01111,Barnet,GB
0b373a2a-edc6-4b72-aa03-937ad5822de1,52.66277,-1.32471,Exeter,GB
29ba0faa-7be3-4348-bcb5-5e7e380cd7e6,51.40148,-3.05,Mexborough,GB
47ea7a3f-b329-4af8-b991-9de2cb491bf7,57.47908,-1.5443,Cowes,GB
6e26502e-fa8e-4750-9e19-217e01c7822e,53.49389,-0.91979,Barnet,GB
fdf751e6-7bdd-48ef-bd01-4737c22b4507,53.49389,0.30367,Inverness,GB
bb74e345-6f4e-4e2f-afc2-9c69a6061988,51.35084,-2.52398,Selby,GB
a388682b-abd0-4f86-a1ab-1d49d7911434,51.65,-0.29825,Rutherglen,GB
bf87124b-eab4-498e-ae1e-07b1115e79a8,51.65,-2.1875,Thetford,GB
a95b28f3-50cf-4e23-8ba3-f515a63321f0,55.82737,-1.99421,Penzance,GB
7337b3de-e145-44c5-b969-79b7765d0dd4,50.79205,0.93333,Devizes,GB
c2f29208-833b-498d-a574-96ddc9f96bb3,51.42708,0.30367,Hartley,GB
21309825-699b-42b2-b4fb-93a89c632749,52.68333,-3.05814,Belper,GB
58b7681b-3167-4c13-99e8-db0fb68536fb,51.40148,0.93333,Mexborough,GB
7c9f614e-07e1-4e11-89a3-19bcf4eb4121,53.46506,-1.08593,Brierley Hill,GB
3d7e70d5-b191-4ed4-8289-b6627b4e05a2,51.38673,-0.2,Rutherglen,GB
493c780e-d634-4998-956d-b2b4deb88ebb,56.56317,-0.76667,Blackpool,GB
079c780c-4aa2-47be-b7bb-c88a26115c18,51.42708,-2.58736,Clacton-on-Sea,GB
108574e4-1be4-4530-858b-de2d7db15077,50.11861,-1.06667,Exeter,GB
43f355c2-8b5b-4107-b37d-63056cbcfe88,50.76306,-3.05814,Lymington,GB
d7dbc644-dc24-4af6-a0dd-f7b4961e95c2,51.38673,-3.52751,Aberdeen,GB
5f3756c3-2d23-4ae1-8fd2-60bdca878194,51.84819,-2.12139,Cowes,GB
bf11b8a3-93e9-4bdb-bd68-7a1604c275d0,51.62907,-1.29772,Penzance,GB
6ca35dea-b52a-432f-8418-5f7f16204c18,51.38673,-2.1875,Gainsborough,GB
e6258ae4-643a-474c-be86-11866b0f2cd6,57.47908,-0.36053,Rutherglen,GB
d2728138-252f-4d0e-958b-4d0491e49db7,51.84819,-2.1875,Bushey,GB
fe42bc21-ab10-4cab-828c-8fc725d07fdb,51.64316,0.30367,Gainsborough,GB
e7577a57-709f-453c-87dd-9ddbd5fc4bb9,51.42708,0.75,Thetford,GB
28fbc6e6-ea96-40d6-8d48-c17aa31157a9,52.48173,0.75,Lymington,GB
9546ac04-ad1d-4631-a3fb-d6f9b9ed97ce,50.79205,-0.74934,Bushey,GB
f5de0d18-eea5-41ee-9382-2acb9c67891b,53.83333,0.30367,Newbury,GB
74374b2b-febb-45b1-9ded-a5e8ff3cf9cf,57.47908,-4.22398,Selby,GB
8c19c80c-1087-42e7-afaa-5a6f3d3a8dd6,51.40148,1.26738,Surbiton,GB
a2417528-467f-42fc-99ae-bedf0e9f10b8,52.68333,-3.05814,Arbroath,GB
62011e3a-cc7f-41f7-9d96-70bfe5d87fdd,50.11861,-2.01111,Clacton-on-Sea,GB
c9c7cc80-3371-4ed2-ae83-c7b3723b9bb2,50.79205,-2.1875,Gainsborough,GB
bc12e8a5-3eda-4e44-9c3a-deafe2b4dd72,53.83333,-3.52751,Viewpark,GB
8c8ea89b-e209-4f47-bbf8-3416894d2620,52.41667,0.93333,Cowes,GB
aa5f8425-192b-44a7-9122-6ec5fc4382d2,53.0233,-1.47217,Kingston upon Hull,GB
66faad4d-f592-4f71-b8f4-da577c61b1b9,51.39148,-2.1875,Chapletown,GB
b1de50ed-9780-4b16-a918-3465fa8e23ef,53.49389,-0.76667,Strood,GB
706bbc55-6087-4de7-9da6-c9827e39961e,51.35084,-2.01111,Walton-on-the-Naze,GB
8e7d665b-d1f0-4614-91b1-4eb2ffb4a284,52.41667,-1.47217,Strood,GB
0290c48e-50f2-42c5-bdce-27a351621032,50.7236,1.15597,Strood,GB
7bcc00c0-07b0-41f7-8c82-3e0249f72be1,53.38333,-0.33525,Strood,GB
7e95d42f-d46a-48a0-aba0-eb75ff52bf2b,51.65,-3.52751,Surbiton,GB
e8a986d9-6f72-4255-87d2-ae9806120688,50.75767,-0.36053,East Dereham,GB
2ecb030d-3603-47b3-825f-c4e513defe45,57.47908,-2.98333,Lymington,GB
32fad348-4a67-40e6-9791-9f3e208ce628,50.82882,-1.32471,Chapletown,GB
cdc28214-46f7-4ee7-a244-85104f68317b,50.79205,1.15597,Gainsborough,GB
6159c4d0-9d8f-46de-ab7c-64cd7bd27bbf,50.76306,-3.05814,Great Wyrley,GB
760ab938-cf0f-4bcf-b94f-c720f1a02359,56.56317,-4.0573,Mexborough,GB
b55688e0-581a-4a37-a49e-ea9a4aa3b9e5,53.78333,1.26738,Selby,GB
6c63cbe8-8530-4478-8e28-7d3246a275e0,57.14369,-4.22398,Gainsborough,GB
bd07c887-3071-4c65-bffc-a361cbf2fc4e,53.7446,-0.32247,Barnet,GB
a1afdc59-ba1d-4e0f-b227-397b6a44d5d9,55.82885,-2.1875,Newbury,GB
d649c19e-1199-48aa-9976-551afa3ee5bb,53.49389,-1.5443,Cowes,GB
dc231c86-a881-4307-be19-c8288f783d4a,55.82737,-0.2,Poulton-le-Fylde,GB
f33fa999-f0b5-4f3f-83f6-615cb21388f8,51.26,-2.01111,Blackpool,GB
f5acc9e4-1225-4a59-9752-968fc408a6b1,51.39148,-1.48119,Newbury,GB
841ebd9e-74c3-49ee-a312-bca14ef122c8,53.0233,-1.29243,Westbury,GB
eb8abdc7-5441-4457-a745-d2ca9d49fe95,53.49389,0.75,High Wycombe,GB
3992e57c-3580-418e-850f-1f6fae1ad664,53.49389,-1.29772,Kingston upon Hull,GB
af2e1d13-fdc5-43fe-b61b-816d2fd05f80,53.49389,-1.48119,Surbiton,GB
ab4009fa-7fbd-497b-b181-8476193b444b,53.46506,0.47713,Blackpool,GB
c67ecdd1-c15c-4daf-9298-49dd3e685891,51.42708,-1.08593,Newbury,GB
db594f33-740c-4baa-a259-3b27cc6a5652,51.40148,-0.32247,Chapletown,GB
2a649469-9c6a-42c7-9b23-28b6f327b375,52.68333,-1.5443,Brierley Hill,GB
b17010dd-74ef-4426-aa07-3a234cde4a56,50.76306,-1.29243,Strood,GB
34eb1034-a424-4362-8d92-199085b917fd,53.7446,-4.0573,Surbiton,GB
606e7257-1262-42e9-8fcb-a7206724bf77,53.78333,-1.29243,Kingston upon Hull,GB
0c5d44e0-8299-4924-96f9-8d199e3836d0,55.82737,-0.33525,Surbiton,GB
c107acf1-aaa0-4622-bb5e-9a8b739681de,52.66277,-1.06667,Devizes,GB
44b6b845-09da-4edc-aa73-728ff99d8f0c,50.11861,-0.91979,Devizes,GB
c87d32df-d343-4066-bc62-18ca6e405d8e,50.11861,0.30367,Rhosllanerchrugog,GB
262716dd-d7bd-403b-abbd-f6b46fb56e51,51.38673,-1.32471,Hartley,GB
1bd5aa2c-804e-4e88-9294-00ba75b7ec6b,53.19146,-1.08593,Barnet,GB
7aba2f66-a656-45bb-a31a-92fed761754a,53.00974,-0.76667,Arbroath,GB
c62bf5df-c321-4840-b67c-aa74d537485d,53.78333,-0.29825,Cowes,GB
a025c670-ab0f-492a-a94b-3984d1f7a16f,51.62907,-0.74934,Great Wyrley,GB
000f122d-4320-4dc3-8fbc-0b81163db7a2,53.00974,-2.1875,Brierley Hill,GB
de63d543-1787-4f4f-9024-231263ab140d,55.82885,-5.53715,Great Wyrley,GB
e0cc2463-3156-4885-aa10-5ae6819a5601,52.68333,0.30367,Mexborough,GB
671f02d4-e08b-48c0-8c88-bfd60c16ce44,51.38673,-1.47217,Lancing,GB
94b11080-0bac-40e5-add3-abea2511380b,51.26,-2.58736,Exeter,GB
8949dead-7250-4ae1-9211-dc9610299473,51.38673,-0.32247,East Dereham,GB
9a8c9867-9833-496e-8695-25293050baae,52.68333,-0.2,Chapletown,GB
522a787b-fc84-4f92-952e-4d8bdea4c4a1,55.82737,-0.33525,Newbury,GB
6ca6ae26-b693-4b8e-93b2-ad7a1ad6bb9e,51.39323,-0.74934,Westbury,GB
b49405bd-ee33-4498-97d0-bd067e985a7e,52.68333,-1.47217,Rhosllanerchrugog,GB
114804ac-136b-495d-9bac-af38fac32a7f,55.82737,-0.76667,Winsford,GB
59b5d977-0b23-4eec-816b-e89fa8d807a1,53.46506,1.15597,Rhosllanerchrugog,GB
4cdd362f-bd08-4cb2-bbfe-70795c00c57a,53.38333,0.93333,Selby,GB
1e3f60d4-84bb-4634-83fc-0d7153c778d2,51.39148,-4.21376,Lancing,GB
1d116fbb-fbf4-4b6d-ae39-643579874962,50.76306,-4.21376,Southsea,GB
54e77b7d-1159-4fa1-808c-46d5c68e25f7,52.66277,0.47713,Leyland,GB
8932f363-1b01-4fcc-b925-42d113acd8d7,53.0233,-1.06667,Aberdeen,GB
ab6ba57b-41d8-4907-b7f4-81c43f1e3d92,50.7236,-2.98333,Inverness,GB
14ff8016-5960-4a5a-80a2-bf57b4dcfd54,53.83333,-3.52751,Lancing,GB
9c928f5e-c930-429d-b627-84768fc2eeec,53.19146,-4.22398,Brierley Hill,GB
d9ebdb2e-be2e-43a1-b0fa-b89c8bb59a9e,53.81667,-4.0573,Exeter,GB
82b15ea3-bed2-4672-87b3-c5ab50dd0221,51.39148,-2.58736,Arbroath,GB
56afc490-c1ec-471d-a873-13217612eedc,51.35084,-2.52398,Westbury,GB
c05102bf-008d-4b1c-8cde-4c2b6cee8c33,53.00974,-0.2,Arbroath,GB
db3b25ce-a895-456f-aba6-f29778044f68,51.42708,-0.91979,Gainsborough,GB
156f1721-de19-4873-bb79-419ab40c09f7,56.56317,-2.98333,Strood,GB
dd841bd0-0de9-4fc9-90c3-d45e6708cb64,51.78967,-1.08593,Kingston upon Hull,GB
1206467d-da22-4305-a882-9c453c624c3c,52.41667,-2.01111,Exeter,GB
6f438d6c-3182-468a-b631-3013e49a75e7,53.46506,-3.05814,Aberdeen,GB
ac3211ad-5ef8-41ca-ac18-5a454a5fcfbf,53.19146,-1.08593,Exeter,GB
d06b0c9d-9a31-41c5-8e05-5058279f888f,51.39323,0.75,Southsea,GB
a8bc9f37-d12d-4311-9fe3-6a30c9fb19d2,51.39323,-1.5443,Cowes,GB
9ec3da19-c795-4309-bfa4-e176dda8bb0a,52.41667,-1.48119,Winsford,GB
dcf3fcf6-8777-4bef-b3ad-89dbf532b478,51.26,-1.06667,Lower Earley,GB
38b34725-428d-4f93-bd78-c5527bdb8a36,56.56317,-0.36053,Thetford,GB
f55f470f-04fe-451b-a190-7f41cea4857a,53.7446,-1.47217,Brierley Hill,GB
a1d9a0cc-718e-4161-a2cb-47eb2e6e2076,50.76306,-2.12139,Inverness,GB
d773de30-d553-4fed-bcdb-83a6c20161fb,55.82737,1.15597,Arbroath,GB
9c49f52f-70b1-49ab-ad58-333a447f5580,50.7236,-2.1875,Arbroath,GB
df00d417-0cbc-417e-a197-a1add1ad6eb8,53.46506,-2.1875,Newbury,GB
b8992383-cb6a-4f77-baca-89d4ea97b252,50.79205,0.47713,Brierley Hill,GB
459f177d-9128-417c-bfea-6eeb5e635108,53.83333,-3.52751,Westbury,GB
dc5dec5f-95af-4615-a1ac-a9d466ea4eaa,51.42708,-2.52398,Bushey,GB
da967bc3-1351-409d-805b-a3f29709c5a2,56.56317,-0.33525,Brierley Hill,GB
edf1ac02-60d5-4003-8098-f649ebcb4c10,55.82737,-3.05814,Belper,GB
b51e5f66-5b45-446f-a7e7-50a6430683fe,53.49389,-1.99421,Devizes,GB
9da31c09-df32-4181-b1f5-0ce581f13c62,50.82882,-2.1875,Barnet,GB
78b5ab87-8259-4dca-b632-db2f629113bc,53.38333,-1.48119,Hartley,GB
a54f89f0-5eac-4c15-8f04-ac3e53b9e20f,55.82885,-1.5443,Lancing,GB
e603ed73-5ab3-455c-9135-f425bd844950,51.78967,0.47713,High Wycombe,GB
340dd24b-3ede-4816-b050-b9be24201920,53.81667,0.30367,Lymington,GB
5bd9869f-7920-48c9-93da-50d00cb3f997,51.40148,-1.5443,Strood,GB
2572977b-d386-456f-a576-ea8aa1ded304,52.48173,-2.52398,Brierley Hill,GB
9641b80d-2c71-4e08-85c6-92d3f4e537a9,51.38673,-3.05,Arbroath,GB
dd5e5c07-eabb-410a-800d-10aeffc0818a,52.68333,-0.33525,Newbury,GB
2d0d5fe2-1765-4a1e-98c8-9da667f4869a,50.79205,0.30367,Westbury,GB
a4542df4-3cb9-4129-ac3c-3165f3fbfbb7,53.69786,-0.36053,Rutherglen,GB
a95ea761-8f80-4cbc-ba4b-711dcd29dccc,55.82737,-1.08593,Poulton-le-Fylde,GB
add9f688-a7fb-4e4a-b18f-e0b0fc534f89,52.48173,-4.0573,Hartley,GB
bc4c0d0f-6d35-4c52-8199-a95d1bb0de45,56.56317,-2.98333,Inverness,GB
56450927-24dc-4935-abf8-a5a633755596,57.14369,-0.32247,Cowes,GB
50598c1d-e0bb-4eea-8e65-c144b1e2d67e,51.26,-0.36053,Aberdeen,GB
789d4590-2619-4ad7-b2a0-c33ff618c5e1,50.79205,0.75,Penzance,GB
de496098-6c10-4221-84f9-104c737da801,56.56317,-1.29772,Strood,GB
c7aff27e-c23f-4d93-af30-224b5a94f090,51.64316,-0.2,Leyland,GB
dd919c58-ea47-4bef-b87a-942506e996d8,51.35084,0.75,Newbury,GB
3d0924fa-c4b4-4125-89f7-53e9f28da7bc,51.84819,-0.36053,Selby,GB
b52b25e8-5a93-4cef-8abd-a6b389476498,53.69786,-0.29825,Poulton-le-Fylde,GB
1ec4e542-c3db-45a8-9755-b0437419f2ed,51.39323,0.75,Southsea,GB
582d01d3-875e-4c46-83a1-a05e6bcfda95,51.38673,-1.06667,Cowes,GB
4ad6a14a-ee88-4344-b63f-62657c137069,53.49389,-2.58736,Chapletown,GB
a080d0b9-162c-44b4-ab09-c81f3e572a80,51.26,1.15597,Strood,GB
abe82993-f3b1-46ee-8d4c-8d147eaabe40,53.78333,1.15597,Inverness,GB
35103f51-1266-485a-a6d3-d4c9b6c68e98,53.81667,-3.52751,Arbroath,GB
09ceaaf1-87b1-449a-877d-51c3a7fc937c,53.78333,-0.74934,Selby,GB
ee120c58-c126-43e2-bcb2-0c37e5c97ac8,55.82885,-1.32471,Arbroath,GB
eb06f476-86e5-43ac-b376-853f4b47960a,56.56317,-2.12139,Great Wyrley,GB
22c1623f-0e1a-4855-960c-1e1ab1be493a,53.7446,-2.52398,Chapletown,GB
41ff1532-6f47-4a8f-babd-671d6c4781a5,53.78333,-2.52398,Gainsborough,GB
06717f60-03e3-4e6a-be0d-b7c163e0e6b4,53.00974,-2.12139,High Wycombe,GB
1ea0902c-a781-4422-bb75-acc5fdb892f0,53.46506,0.75,Devizes,GB
91146363-4b83-4397-9d5f-fe861fb0a100,50.75767,1.26738,Viewpark,GB
441a34ec-9003-4a8f-9795-5dee2def015e,50.79205,0.93333,Westbury,GB
bdb2b133-ae7b-4d2a-8ba7-9646594bb1eb,53.0233,-2.52398,Walton-on-the-Naze,GB
4d9f584e-b159-4f7a-844d-ec4bfe423618,56.56317,-2.1875,Blackpool,GB
4d8ef25a-b2eb-4075-83a2-2b01f9486c1e,50.76306,-1.99421,Walton-on-the-Naze,GB
2fe5daef-c66b-46b3-9769-b5e9ce55eb63,51.64316,-4.0573,Walton-on-the-Naze,GB
de3c9985-1d18-43ed-afaa-3d88a286e89c,53.7446,-4.21376,High Wycombe,GB
5d7d078b-45ff-4a3c-8ffe-a8ca041f30c5,53.00974,-0.29825,Lancing,GB
21633690-8de9-498f-8a69-798cac9d8e64,51.84819,0.75,High Wycombe,GB
bdeba74b-47bd-4f40-9d07-039029b1e9a7,51.38673,-0.2,Viewpark,GB
7f8fa583-60ec-47fc-8f00-bd9ebbc80186,53.49389,-0.2,Mexborough,GB
1c828a38-e634-4069-9bd9-c9b5248e06bd,52.68333,-2.01111,Lower Earley,GB
1acc9287-c856-412b-9bb4-9f8b6f4b7e0d,51.64316,-1.06667,Kingston upon Hull,GB
500bf5e7-efd8-4703-babe-03fb3623d105,51.26,-2.01111,Blackpool,GB
c25abbcf-c83b-409a-8a7d-501135b64855,57.47908,-4.21376,Penzance,GB
38a43249-45bb-4818-8dfd-e7892a1d97a8,51.35084,-3.05814,Newbury,GB
0e1fa536-4b3c-4f25-96a7-d035f3c2a7c8,51.39148,-3.05814,Aberdeen,GB
12ec4840-8a2e-4bf9-be98-6ba41961c779,51.35084,-1.08593,Devizes,GB
8ebab714-ff62-4fe2-a5cd-11ea48d9cdf0,51.65,-0.76667,Thetford,GB
d9717c6c-9ad9-47af-8256-64c7436becf0,57.14369,-0.33525,Chapletown,GB
e4caa989-5bec-4266-8baf-b92855461ceb,51.65,-4.22398,East Dereham,GB
d39cadc6-767c-48ec-bbdf-090bdcaf3537,52.48173,-2.58736,Rutherglen,GB
2e7d2ace-f35c-4122-a0e5-0fcd74a43b8a,52.41667,0.47713,Rutherglen,GB
8791841e-9266-4e44-aa96-57d260416daf,51.65,-4.21376,Great Wyrley,GB
6612bd25-3c51-477d-b396-3f40488cb5d4,53.69786,-0.33525,Poulton-le-Fylde,GB
0c9f20dd-d1ef-4290-acb2-3201c007782f,50.75767,-0.29825,Thetford,GB
5f4db19e-7f58-4af2-81b1-165875699515,55.82885,-1.29243,Westbury,GB
e5bced1a-d71c-4d9b-be01-e96ac49d1df8,57.14369,0.30367,Selby,GB
d733b21d-84bd-4d14-a28c-a771f3df3b1b,53.38333,0.93333,Rutherglen,GB
270079c4-0d8e-4009-ae14-c4aecdc1bcee,55.82737,-1.06667,Penzance,GB
a583da60-2d63-493c-9cb8-ee2d371e8db2,51.78967,-0.29825,Great Wyrley,GB
fd624882-12ea-4348-9b6c-cd42a808510c,53.38333,-0.91979,Belper,GB
8ffcff84-f211-4249-84d0-b355fd27b677,50.82882,1.15597,Westbury,GB
e8fed92e-a971-48b4-ad63-ef05ffef7d14,55.82737,-0.2,Penzance,GB
986f8513-112b-47a4-af4a-02c644eeb347,53.81667,-0.32247,Devizes,GB
202a366c-64ad-4425-8ba1-28761cd523be,52.41667,-0.36053,Strood,GB
26c581a8-3376-4018-a58b-1f2fabd02283,53.78333,-1.99421,Great Wyrley,GB
07ebd134-07af-494e-9a65-fe5c9535a5c0,53.38333,0.47713,Rhosllanerchrugog,GB
6833a789-f2bb-45cc-a57c-4bfc84333b56,53.38333,-2.52398,Blackpool,GB
6613d322-85c8-4c13-9b9e-86578a131829,51.35084,-2.52398,Blackpool,GB
c12489fc-df00-4f62-a3aa-2a73ba10f8a1,53.69786,1.26738,Inverness,GB
1d1339cc-aac0-419e-be78-f467a4819dba,50.75767,-2.58736,Arbroath,GB
01ee8f26-f148-4ca5-aab2-ded5a34ad052,55.82885,-2.09814,Lower Earley,GB
fef46ff7-8d09-4922-9cd6-ab3ae66a4aa0,55.82885,-3.05814,Mexborough,GB
1af9bc72-9e56-47c8-9b43-d9e5413f5fe6,52.41667,-0.74934,Bushey,GB
0195dba9-24c4-4db3-9a46-433cbe71f4b5,50.82882,0.47713,Leyland,GB
a801935f-65ed-408a-b94a-6ead5ec2425e,51.39323,-2.12139,Barnet,GB
c57b28af-eff3-4edb-880c-ac0547f735d7,56.56317,-2.58736,Hartley,GB
0fd27141-01ae-4238-be9a-226a5485ca82,55.82737,-0.76667,Inverness,GB
105e6c48-d278-489d-ab09-2fc4c3698f84,51.39148,-0.2,Bushey,GB
81cd27b8-8b34-4cb3-b6f2-ae264f25bb40,51.39323,-1.47217,Walton-on-the-Naze,GB
aeaa09b5-865b-4311-91ce-e85a31736065,51.78967,-1.5443,Clacton-on-Sea,GB
0a497fc3-2dd5-4cff-86e8-c7774abec232,53.69786,-2.1875,Inverness,GB
